sinopsis	genero
nuevas macabras aventuras siniestro jigsaw hombre mueve hilos espantosos juegos aterrorizado comunidad desconcertado policía jigsaw vez conseguido escapar vez ayuda nueva aprendiz amanda shawnee smith mientras policía local intenta localizarle doctor lynn denlon bahar soomekh jeff angus macfayden saben punto convertirse siguientes peones horrible juego	Terror
decide rápido muere despacio aparece nueva víctima asesinato signos característicos jigsaw agente eric matthews donnie wahlberg embarca investigación exhaustiva permite detener asesino demasiado esfuerzo embargo jigsaw ser detenido sino parte retorcido plan ocho víctimas jugándose vida ahora toca matthews unirse juego	Terror
café acuden trabajadores inmigrantes emmi kurowski viuda sesenta años conoce salem marroquí treintañero inducido dueña bar salem invita emmi bailar hablan acompaña casa día siguiente queda vivir relación provoca gran escándalo vecinas visitan propietario edificio denunciar emmi	Romance
guerra fría 1957 indiana jones harrison ford amigo mac ray winstone acaban escapar garras agentes soviéticos remoto aeropuerto decano universidad jim broadbent confiesa amigo profesor jones últimas misiones indy fracasado punto ser despedido mientras indiana conoce mutt shia labeouf joven rebelde propone trato si ayuda resolver problema personal cambio facilitaría descubrimientos espectaculares historia calavera cristal akator encuentra lugar remoto perú agentes soviéticos dirigidos fría bella irina spalko cate blanchett mismo objetivo	Aventura
cyborg sido enviado futuro misión mortal eliminar sarah connor joven cuya vida gran importancia próximos años sarah sólo protector —kyle reese— enviado futuro terminator utiliza inteligencia excepcional fuerza encontrar sarah ¿hay alguna forma detener cyborg aparentemente indestructible	Acción
fantasma abuela irene carmen maura aparece hijas raimunda penélope cruz sole lola dueñas nieta paula yohana cobo tía hijas chus lampreave incluso vecina blanca portillo pueblecito mancha viven abuela vuelto atar cabos quedaron sueltos vida	Comedia
granjero californiano dos hijos cal aron caracteres diferentes ambos compiten cariño padre situación cal complica averigua realidad madre sólo muerta sino además regenta local alterne	Drama
tres jóvenes jim stark judy platón coinciden comisaría cada allí motivo distinto jim borracho judy escapado casa platón acababa matar tiros cachorros inspector ray descubre tres mantienen relación conflictiva familias jim judy van recoger padres platón hijo pareja divorciada conformarse visita criada negra vive	Drama
inspirado documental soviético kino-nedelia 1918 dziga vertov ruttmann realizó 1927 contando mejores fotógrafos alemanes época documental basado vida día ciudad berlín	Documental
tiempo perder esposa rebeca aristócrata inglés maxim winter conoce montecarlo joven humilde dama compañía señora americana winter joven casan van vivir mansión inglesa manderley residencia habitual winter pronto señora winter da cuenta puede borrar marido recuerdo difunta esposa	Misterio
1976 joven cracovia realizando diplomatura cine investiga vida obrero llamado birkut 50 manera fugaz héroe proletario objetivo investigar originó leyenda efectos provocó	Drama
narra jornadas revolucionarias astilleros navales gdansk danzig protagonizadas obreros sindicato solidaridad verano 1980 mismo año periodista radiofónico amigo régimen comunista verdad debe cumplir misión difamación destacado militante sindicato solidaridad resulta ser hijo héroe hombre mármol 1977	Drama
teena brandon siempre deseado ser chico así día decide cortarse pelo ocultar pechos bajo vendaje apretado cambiar orden nombre pasándose llamar brandon teena filmaffinity	Crimen
dos bandas adolescentes rivales todavía van colegio asidos futuro esperanza jóvenes marginados desplazados outsiders acicalados gomina casi búsqueda sitio sociedad ven reflejados camino recto conlleva fácil tentación violencia apenas meses propio coppola estrenado historia pandillas juveniles ley calle rumble fish 1983 hipnótico relato convencional formato incluía incluso toques oníricos	Crimen
adaptación cinematográfica novela profesor unrath heinrich mann narra tragedia severo profesor noche va ángel azul cabaret mala fama llevarse allí alumnos acuden local seducidos encantos cantante lola-lola dietrich embargo profesor rath solterón 50 años acaba cayendo redes cabaretera partir entonces vida descenso infiernos humillación degradación moral	Drama
después huida monstruo creado doctor frankenstein siniestro praetorius propone científico creación compañera monstruo	Drama
guerra cien años siglos xiv xv 1431 juana arco después haber conducido tropas francesas victoria arrestada acusada brujería declara haber recibido dios misión salvar francia procesada condenada morir hoguera	Drama
basada historia real robert baer george clooney agente cia pasó toda vida trabajando agencia oriente medio investigando casos terrorismo experiencia beirut turbulentos años ochenta envían allí realizar compleja misión implicadas dos empresas petrolíferas americanas punto fusionarse investigación agencia federal estadounidense analista matt damon sector energía sede suiza	Drama
rusty james matt dillon joven sueña volver tiempos pandillas juveniles emular hermano mayor mickey rourke día líder arrastra reputación rebelde intocable chico moto ahora hermano pues hace dos meses marchó rusty citado pelea	Acción
nueva york 1963 radio suenan the four seasons smoke robinson the shirelles ben king cosas fáciles bronx chicos forman bandas callejeras wanderers integrada chicos origen italiano diferencias bandas rivales veces razas irreconciliables violencia camino directo resolverlas	Drama
sentado banco parque francis anima compañero alan vayan holstenwall ciudad norte alemania ver espectáculo ambulante doctor caligari empleado municipal niega doctor permiso actuar aparece asesinado día siguiente francis alan acuden ver doctor caligari cesare ayudante sonámbulo anuncia alan porvenir vivirá amanecer	Drama
pequeño pueblo oregon cuatro jóvenes amigos salen ciudad busca chico desaparecido sentimental geordie rudo chris extravagante teddy miedosa vern deseando ser vistos héroes mismos ojos pueblo emprenden inolvidable excursión dos días convierte aventura increíble fuman escondidas cuentan historias sueltan tacos gusta hacen causa común cosas ponen difíciles encuentran matones pueblo armados cuchillos buscan cuerpo chicos descubren fuerza nunca supieron	Crimen
muriel chica sobrepeso vive mundo fantasía canciones abba catálogos nupciales sueña príncipe azul algún día liberará odiosa familia burlonas amigas cansada esperar llegada decide irse ciudad buscarlo mayores éxitos cine australiano noventa	Comedia
glasgow principios años 50 joe joven encuentra trabajo barcaza propiedad enigmática mujer tarde joe encuentran cuerpo mujer flotando agua aunque policía arresta sospechoso hace cada vez evidente joe sabe mujer ahogada dice investigación asesinato telón fondo joe embarcan aventura íntima pasional	Drama
don vito corleone conocido dentro círculos hampa padrino patriarca cinco familias ejercen mando cosa nostra nueva york años cuarenta don corleone cuatro hijos chica connie tres varones sonny michael fredo padrino reclina intervenir negocio estupefacientes empieza cruenta lucha violentos episodios distintas familias crimen organizado	Drama
época ley seca 1920-1933 joe jerry dos músicos montón ven obligados huir después ser testigos ajuste cuentas dos bandas rivales encuentran trabajo mafia persigue deciden vestirse mujeres tocar orquesta femenina joe conquistar sugar kane cantante grupo finge ser magnate impotente mientras jerry cortejado millonario quiere casarse	Comedia
continuación saga corleone dos historias paralelas elección michael corleone jefe negocios familiares orígenes patriarca fallecido don vito primero sicilia luego unidos empezando abajo llegó ser poderosísimo jefe mafia nueva york	Drama
micky mallory convencional pareja jovenes amantes sienten nacido matar dos despiadados criminales atemorizada población presentador programa sensacionalista aprovecha fascinación personalidad ejerce público convierte asesinos héroes televisivos	Crimen
michael corleone heredero imperio don vito corleone intenta rehabilitarse socialmente legitimar todas posesiones familia negociando vaticano después luchar toda vida encuentra cansado centra todas esperanzas encontrar sucesor haga cargo negocios vincent hijo ilegítimo hermano sonny parece ser elegido	Crimen
comedia romántica mordaz rob gordon dueño tienda discos chicago cuya peculiaridad vende discos vinilo rob dice ser verdadero fanático música pasa tiempo championship vinyl dos empleados dick barry dos tipos peculiar aunque tres conocen fondo mundo música popular encantan conciertos idea hacer listas cinco mejores canciones tiempos categorías específicas rob pasando mal momento relación laura actual novia rompe partir momento rob empieza reflexionar desengaños amorosos llama cinco principales decir chicas dejado huella vida dejar lado música auténtica pasión vida junto mujeres	Drama
equipo cine va rodar película misteriosa isla teschio sumatra allí descubren existencia civilización prehistórica tribu ancestral secuestra atractiva ann actriz protagonista ofrecerla sacrificio ritual king gigantesco gorila	Aventura
will lightman hugh grant soltero 38 años vive derechos autor canción compuesta hace años padre miedo compromiso tal sólo relaciona madres solteras piensa fácil romper embargo convicciones tambalean convierte mejor amigo marcus niño 12 años conoce citas	Drama
japón siglo xix zatoichi vagabundo ciego vive juego dar masajes además maestro espada rápido preciso mejor samurai ciudad montañas merced banda ginzo zatoichi fiel amigo shinkichi conocen par geishas bellas peligrosas okinu hermana osei llegado ciudad vengar asesinato padres única pista misterioso nombre kuchinawa	Aventura
después pasar cárcel johnny clay decidido dar último golpe vida permita retirarse junto amada fay plan llevarse recaudación carreras caballos hipódromo después meticulosa selección colaboradores planea estrategia asalto precisión insospechada tratará provocar altercado sala apuestas matar caballo favorito séptima carrera clay cuenta ayuda randy policía sobornado george cajero apuestas mike barman hipódromo atraco desarrolla según previsto problemas presentan reparto botín	Crimen
época ley seca 1920-1933 dave contrabandista alcohol punto cerrar trato importante mafioso chicago manzanas mendiga annie siempre dado suerte envía hombres buscarla cerrar operación annie completamente desesperada hija ve hace años llega europa acompañada novio suegro aristócratas italianos annie convertirse gran dama defraudarla	Comedia
desintegración matrimonio perfecto tan modélico resultan insultantes vidas tan cómodas vacías produce esposa madre ama casa perfecta eficaz oronda sirvienta alemana completa cuadro familiar cae cuenta desea recobrar propia identidad	Comedia
arvid apacible empleado banca acaba dejar novia aburrido colmo haber detenido ladrón intentaba atracar banco trabaja sólo acarrea golpes amenazas mujer ladrón acude casa increpándole supuesta buena acción ahora van poder formar familia arvid decide planear atraco darle dinero pareja ello recurre único malhechor conoce hermano harald trabaja cocinero contará ayuda tres empleados peter martin vuk embargo sale previsto final ajustar cuentas filmaffinity	Acción
pareja enamorados ve truncada felicidad asesinado ladrón necesidad salvar vida chica hace permanezca tierra forma fantasma intente advertirla peligro corre único medio comunicación alocada vidente	Fantasía
willy wonka excéntrico dueño gran fábrica chocolate día decide ofrecer cinco niños entrada dorada permitirá recorrer dulce fábrica ganadores charlie bucket niño pobre buen corazón espera futuro mejor madre cuatro abuelos ganadores resultan ser cuatro insoportables niños	Familia
tan sólo veinticuatro horas tres agentes servicio secreto británico investigaban red tráfico drogas aparecen asesinados extrañas circunstancias todas pistas conducen big diplomático llamado katanga agente 007 james bond enviado nueva york investigar enigmático personaje	Aventura
suerte ann darrow cambia conoce carl denham empresario lucha abrirse camino mundo espectáculo une jack driscoll autor teatro neoyorquino tres emprenden viaje llevará remota isla denham previsto dirigir película allí descubren ser increíble gorila gigante king kong habita frondosa selva criaturas prehistóricas vivido ocultas millones años denham apetito insaciable grandeza enseguida ve fama puede reportarle captura gorila exhibición nueva york	Aventura
continúa ciclo antoine doinel tras cuatrocientos golpes l'amour à vingt ans protagonista jean-pierre léaud tras ser expulsado ejército insubordinación visita antigua novia christine darbon claude jade padre christine encuentra trabajo temporal antoine vigilante nocturno hotel embargo culpa detective privado pierde empleo primer día compensación detective ofrece trabajo agencia principio antoine encarga asuntos menores encomiendan misión averiguar todas empleadas zapatería señor georges tabard michel lonsdale odian zapatería antoine conocerá fabienne tabard delphine seyrig esposa propietario	Comedia
segunda película realizada torno personaje antoine doinel sigue tras 400 golpes realizadas truffaut	Comedia
niños orfanato pasan tanta hambre desesperados deciden hable asunto director elegido oliver twist expulsado centro ofrecido aprendiz quiera contratar después limpiar chimeneas trabajar ayudante enterrador oliver escapa llega londres afueras ciudad cansado hambriento conoce artful dodger ofrece alojamiento entonces verá obligado trabajar malvado fagin dirige banda chicos carteristas	Crimen
antoine christine pareja recién casados mientras gana vida vendiendo flores secas calles parís mujer imparte clases violín pasa tiempo bebé antoine sigue siendo hombre emocionalmente inestable inmaduro aventura extramatrimonial	Comedia
tras cinco años matrimonio hijo antoine doinel christine divorcian trabaja corrector imprenta enamorado sabine vendedora tienda discos día encuentra allí colette tazzi joven juventudes musicales conoció antoine colette primer amor antoine encuentra conocidos monsieur lucien ex-amante madre todas mujeres pasado vida	Comedia
richard hannay music-hall londinense repente suena disparo comienza pelea medio tumulto chica asustada pregunta si puede ir richard accede lleva apartamento	Misterio
inminente muerte anciano patriarca acomodada familia sur desencadena terribles tensiones herederos hijos brick indeciso apático refugia alcohol muestra completamente indiferente situación maggie mujer dispuesta contemplar impasible destrucción gooper igual esposa ambicioso oportunista	Drama
amarga comedia narra historia rupert pupkin cómico obsesionado convertirse mejor campo día rupert conoce ídolo jerry langford suplica oportunidad aparecer show éste niega embargo cejará empeño acechando jerry consiga quiere finalmente ayuda amiga masha secuestrarán langford poder conseguir propósitos	Drama
vuelo 209 trans american sale ángeles destino chicago pasaje encuentran serie curiosos personajes ex-piloto combate pleno vuelo verá obligado hacerse mando avión comercial tras quedar pilotos indispuestos comida mal	Comedia
dos mochileros norteamericanos david kessler jack viaje europa caminando zona rural inglaterra población local mira mal entran bar salir reciben tipo extrañas advertencias carretera aléjense pantanos luna aun así jóvenes adentran oscuridad dan cuenta siendo seguidos terrible criatura	Terror
lili marleen historia canción segunda guerra mundial llegó convertirse himno primero nazismo después bando aliado 1936 norbert schultze pianista cabaret puso música letra escrito años atrás soldado alemán tres años tarde grabó disco bella mediocre cantante lale andersen consiguió éxito popularidad tales servicios propaganda tercer reich decidieron hacer canción	Drama
paul javal michel piccoli autor dramático francés acepta reescribir escenas odisea película va rodar capri bajo dirección renombrado director alemán fritz lang fritz lang primer encuentro productor arrogante norteamericano prokosch jack palance escritor deja mujer bella camille brigitte bardot vaya coche productor finca éste da lugar grave mal entendido escritor esposa cree ofrecido moneda cambio obtener mejor pago consecuencia situación escritor verá inmerso dolorosa crisis matrimonial	Drama
noche fatal victor chico fortuna acude buscar elena piso después haberla conocido encuentro sexual fortuito allí coincide dos policías armados produce malentendido suenan par disparos david agentes cae suelo quedando inválido siempre elena sintiéndose culpable suceso cambia vida acaba casándose victor va parar cárcel salida todavía obsesionado elena insiste acercarse desencadenando enredo pasional mezclan amor celos violencia	Drama
atormentado haber visto morir padres delante bruce wayne enfunda cada noche traje batman adopta terrorífica forma murciélago surca tejados gotham city combatiendo crimen manteniendo raya corrupción ciudad vez batman enfrentarse terrible enemigo joker pretende someter toda ciudad bajo deseos mente perturbada	Fantasía
michel poiccard ex-figurante cine admirador bogart tras robar coche marsella ir parís mata fortuitamente motorista policía remordimiento alguno acaba hacer prosigue viaje parís tras robar dinero amiga busca patricia joven burguesa americana aspira ser escritora vende new york herald tribune campos elíseos sueña matricularse sorbona escribir algún día periódico europa cree haber hallado libertad conoció américa michel ignora policía buscando muerte motorista	Drama
fiscal nueva orleans jim garrison reabrió caso asesinato presidente unidos john kennedy presentó cargos personas después entrevistar numerosos testigos dallas personas relacionadas hechos mantuvo tesis magnicidio fruto conspiración podrían haber intervenido fbi cia propio vicepresidente lindon johnson	Drama
ronya vive feliz castillo padre encuentra nuevo compañero juegos birk bosque oscuro cercano dos exploran desierto desafiando peligrosos witchbirds rump-gnomes familias descubren birk ronja jugando juntos prohíben volver verse hecho padres competidores jefes ladrones enemigos amargos ahora dos niños valientes deben intentar derribar barreras mantenido familias separadas tiempo	Aventura
¿cómo cambia hombre mundo pregunta obsesiona bruce wayne igual fantasma padres muertos tiros ojos calles gotham noche cambió vida siempre atormentado culpa ira desilusionado heredero industrial desaparece gotham viaja secreto mundo buscando medios luchar injusticia utilizar miedo aprovechan miedo ayuda leal mayordomo alfred detective jim gordon pocos buenos policías fuerzas orden público gotham lucius fox aliado división ciencias aplicadas wayne enterprises bruce wayne libera imponente alter ego batman justiciero enmascarado utiliza fuerza inteligencia despliegue artefactos alta tecnología combatir fuerzas siniestras amenazan destruir ciudad	Acción
fuse miembro tokkitai cuerpo motorizado vigilancia armada especial lleva tiempo planteándose trabajo parece convertirlo máquina matar noche patrulla topan miembros secto organización terrorista fuse apunta joven bomba dispara	Animación
fbi busca bill asesino serie mata víctimas todas adolescentes después prepararlas minuciosamente arrancarles piel poder atraparlo recurren clarice starling brillante licenciada universitaria experta conductas psicópatas aspira formar parte fbi siguiendo instrucciones jefe jack crawford clarice visita cárcel alta seguridad gobierno mantiene encerrado hannibal lecter antiguo psicoanalista asesino dotado inteligencia superior normal misión intentar sacarle información patrones conducta bill	Crimen
hombre apocado tímido casado hija millonario impide disfrutar fortuna decide contratar dos delincuentes secuestren mujer fin montar negocio propio dinero rescate serie azarosas circunstancias secuestro suman tres brutales asesinatos obliga policía intervenir	Crimen
jan daniel brühl peter stipe erceg jule julia jentsch disfrutando rebelde juventud une pasión cambiar mundo convierten the edukators cuyas acciones violentas tratan avisar ricos locales días abundancia contados complicaciones aparecen jule enamora ambos jóvenes además operaciones complica convierte rapto intencionado acaba ponerlos cara cara ley	Drama
siglos dos razas ido evolucionando profundidades tierra aristocráticos sofisticados vampiros brutales hombres-lobo lycans cuya existencia siempre formado parte mundo mitos leyendas razas nocturnas enemigas mortales condenadas vivir perpetua guerra sólo sobreviva medio conflicto ancestral guerrera vampiro selene descubre conspiración lycan secuestrar michael joven médico después seguirlo toda ciudad selene entabla insólita relación lycans deciden atacar interpone médico mientras intenta salvar michael descubre plan lycans crear nuevas criaturas combinen poderes ambas razas carezcan debilidades proyecto hacerse realidad favorecería hombres-lobo	Fantasía
acusado asesinato mujer andrew dufresne tras ser condenado cadena perpetua enviado prisión shawshank paso años conseguirá ganarse confianza director centro respeto compañeros presidiarios especialmente red jefe mafia sobornos	Drama
antonio salieri músico destacado corte emperador josé ii austria entregado completamente música promete dios humildad castidad si cambio conserva extraordinarias dotes musicales después llegada corte joven llamado wolfang amadeus mozart salieri queda relegado segundo plano irritado pérdida protagonismo hará posible arruinar carrera joven músico mientras mozart ajeno maquinaciones salieri sorprende genialidad músico excentricidades	Historia
pasado once años sarah connor marcada objetivo ser eliminada cyborg futuro ahora hijo john futuro líder resistencia objetivo terminator moderno mortífero vez resistencia ingeniado enviar protector vuelta pasado intentar salvar john madre sarah	Acción
faltan dos días llegada año 2000 calles ángeles abarrotadas gente lenny sido expulsado brigada antivicio dedica captación clientes venderles clips reproducen vivencias personas	Crimen
asesino niñas atemorizada toda ciudad policía busca frenética desesperadamente deteniendo cualquier persona mínimamente sospechosa parte jefes hampa furiosos redadas sufriendo culpa asesino deciden buscarlo mismos	Drama
umberto doménico ferrari jubilado intenta sobrevivir miserable pensión sumido pobreza vive pensión cuya dueña maltrata consigue reunir dinero necesario pagar alquiler habitación únicos amigos mundo joven criada perro flike	Drama
c.c baxter modesto ambicioso empleado compañía seguros manhattan soltero vive solo discreto apartamento presta ocasionalmente superiores citas amorosas esperanza favores sirvan mejorar posición empresa situación cambia enamora ascensorista resulta ser amante jefes usan apartamento	Comedia
siguiendo estela sucedido piratas caribe cofre hombre muerto encontramos héroes will turner elizabeth swann aliados capitán barbossa búsqueda desesperada liberar capitán jack sparrow manos davy jones mientras terrorífico barco fantasma holandés errante bajo control compañía indias orientales causa estragos largo siete mares will elizabeth navegando medio traición felonía mares salvajes deben seguir adelante rumbo singapur enfrentarse astuto pirata chino sao feng ahora mismísimos confines tierra deben elegir bando batalla final sólo vidas fortunas sino futuro piratería clásica pende hilo	Aventura
vidas secas narra historia familia fabiano mujer sinhá vitória dos hijos sertao años cuarenta realizado época gran agitación política social vísperas golpe iba instaurar dictadura militar brasil títulos mayores cine latinoamericano filmaffinity	Drama
novato robbins vieja gloria béisbol costner disputarán amor madura atractiva animadora equipo sarandon cada primavera annie forofa equipo béisbol búfalos durham elige jugador educarle cama campo juego temporada dos candidatos veterano novato ambos cualidades suele suceder siempre deciden filmaffinity	Comedia
will kane gary cooper sheriff pequeño pueblo hadleyville acaba contraer matrimonio amy grace kelly recién casados proyectan trasladarse ciudad abrir pequeño negocio repente empieza correr pueblo noticia frank miller ian macdonald criminal kane atrapado llevado justicia salido cárcel llegará pueblo tren mediodía vengarse kane tiempo va pasando lentamente nadie pueblo dispuesto ayudar sheriff	Western
segunda guerra mundial casablanca ciudad llegaban huyendo nazismo gentes todas partes llegar fácil salir casi imposible especialmente si nombre fugitivo figuraba listas gestapo ocasión principal objetivo policía secreta alemana líder checo héroe resistencia victor laszlo cuya única esperanza rick blaine propietario ’ s café antiguo amante mujer ilsa ilsa ofrece quedarse cambio visado sacar laszlo país rick deberá elegir propia felicidad idealismo rigió vida pasado	Drama
1941 barton fink viaja hollywood escribir guión luchador wallace berry vez instalado hotel earle guionista sufre agudo bloqueo mental vecino habitación jovial vendedor seguros trata ayudarlo serie circunstancias adversas hacen sienta cada vez incapaz afrontar trabajo	Comedia
documental surf relata primeras raíces polinesia renacimiento comienzos siglo xx desarrollo ancho largo costas california partir años 40	Documental
chappelle quiere hacer fiesta amigos músicos admira decide recurrir método antiguo convencional boca boca megáfono invita personalmente vecinos señora almacén peluquero niños escuelas conocen televisión quieren ¿el sitio escogido callejón cualquiera barrio	Comedia
aunque norman paul mclean hijos pastor protestante recibieron rígida educación tambien disfrutaron libertad norman joven juicioso reservado profesor enamorado paul cambio extrovertido dedica periodismo lleva vida desordenada pesar siempre mantendrá unidos río salvaje atraviesa montana aprendieron pescar	Drama
1959 vivian bell profesora literatura inglesa matrimonio futuro llega reno nevada tramitar divorcio manera rápida allí alojará rancho turistas conocerá cay chica lesbiana ambiciones trabaja casino ambas pasarán cada vez tiempo juntas consiguiendo vivian vuelva sentir vivir nuevo	Drama
inspirada novela homónima patricia higsmith viaje tren guy joven campeón tenis farley granger abordado bruno walker joven conoce vida milagros través prensa inesperadamente propone doble asesinato intercambiando víctimas fin garantizarse recíprocamente impunidad así podrían resolver respectivos problemas suprimiría mujer guy quiere concederle divorcio cambio guy debería asesinar padre bruno éste pudiera heredar gran fortuna vivir aire	Crimen
pasado década john connor salvara humanidad destrucción actualidad john 25 años vive clandestinidad ninguna prueba documental existencia así evita ser rastreado skynet sofisticada corporación máquinas vez intentó acabar vida ahora futuro sido enviado t-x máquina destructora cyborg desarrollada skynet misión completar trabajo pudo terminar predecesor t-1000 t-x máquina tan implacable bello aspecto humano ahora única esperanza sobrevivir connnor terminator	Acción
william parrish poderoso meticuloso magnate cuya vida ve alterada llegada enigmático joven llamado joe black enamora hija trata realidad personificación muerte misión cumplir dicho hogar versión filme 1934 muerte vacaciones	Fantasía
danny ocean banda sólo razón realizar golpe ambicioso arriesgado defender willy bank despiadado propietario casino nunca imaginado iba poner traicionó reuben tishkoff amigo mentor danny ocean bank equivocó… desgracia quizás pudo derrotar miembros originales banda dejó demás pie dio propósito compartido derrotar bank noche gran inauguración nuevo casino	Crimen
once amigos compañeros armas ii guerra mundial 1939-1945 planean robar sola noche cinco mayores casinos vegas año 2001 steven soderbergh hizo remake gran reparto george clooney brad pitt julia roberts	Crimen
stephane garcía bernal joven diseñador mexicano tímido introvertido cautivo propios sueños siempre trata despertarse controlar imaginación amenaza suplantar mundo real vida presenta oportunidad cambio madre francesa convence vuelva casa natal parís prometiéndole trabajo decepción grande comprueba trata rutinario trabajo pequeña oficina comparte tres singulares compañeros especial excéntrico guy alain chabat embargo decepción desaparece conoce vecina stephanie charlotte gainsbourg amiga zoe emma caunes	Comedia
sheriff chance john wayne encarcela asesinato hermano poderoso terrateniente cuyos hombres intentarán liberarlo impedirlo chance cuenta colaboración dos ayudantes alcohólico dean martin viejo tullido walter brennan une joven hábil pistolero llamado colorado ricky nelson quedarán encerrados cárcel oficina sheriff roedados incrementándose tensión pueblo espera llegue autoridad estatal llevarse detenido	Western
sarah morton charlotte rampling escritora británica autora libros misterio novelas policiacas viaja londres sur francia pasar días casa editor charles dance intención descansar encontrar inspiración nueva novela allí conoce hija adolescente anfitrión atractiva convencional julie ludivine sagnier	Crimen
tras segunda guerra mundial 1939-1945 padre alicia huberman espía nazi condenado traición unidos después juicio alicia da fiesta aparece apuesto desconocido llamado devlin trata agente servicios inteligencia reclama colaboración atrapar alexander sebastian cerebro nazis brasil principio muestra reacia finalmente accede enamorado atractivo agente americano vez brasil alicia gana simpatía sebastian va vivir casa implicación asunto acaba poniendo peligro vida	Suspense
stanley ingenuo empleado banca incapaz enterarse cuándo aprovechan jefe mangonea casera humilla solamente perro parece ser capaz aguantar amigo charlie invita ir cabaret coco bongo intentar estimularle conseguir espabile ocurra aparece bella tina carlyle entra banco hablar stanley paso fotografiar caja fuerte mini cámara entonces stanley encuentra máscara da grandes poderes quita miedos ahora libre actuar quiera	Romance
octubre 1993 soldados americanos élite enviados mogadiscio somalia misión paz naciones unidas fin supone salvar vidas segarlas resulta principal objetivo misión capturar caudillo aidid acabar raíz guerra principio parece ir bien dos helicópteros black hawk aparentemente invencibles derribados entonces misión convierte desesperada carrera rescatar tripulación soldados tierra quedado atrapados resultado heridos accidente	Acción
detective detroit axel foley emplea coraje perseguir despiadados asesinos ayuda viejos compañeros serge billy rosewood investigaciones conducen popular parque temático ángeles wonderworld allí repentinamente axel convierte nueva atracción lugar bien quedándose colgado araña gigante rescatar niño disfrazándose okey dokey enorme elefante azul	Acción
segunda guerra mundial 1939-1945 roma ocupada nazis temible gestapo trata arrestar manfredi líder comité nacional liberación annie marie ofrece refugio casa manfredi camaradas alemanes descubren escondrijo rodean vivienda partisanos consiguen escapar tejados manfredi apresado	Drama
original extravagante revisión mito don juan después ser abandonado última conquista delpy don johnston bill murray recibe carta anónima informa hijo tan inesperada noticia impulsa emprender viaje busca antiguas amantes resolver misterio	Comedia
klingenfeldt familia alta burguesía danesa disponen celebrar sesenta cumpleaños patriarca hombre trayectoria reputación intachable embargo tres hijos aunque diferentes dispuestos aprovechar ocasión sacar relucir trapos sucios familia	Drama
tras pasar peor día vida descontento reportero televisión bruce nolan consigue poder divino pues recrimina dios idea cómo está llevando asunto tal desafío dios decide darle poderes ver si capaz hacerlo mejor él	Fantasía
david aaronson noodles pobre joven judío conoce suburbios principios siglo xx manhattan nueva york maximilian bercovicz max joven origen hebreo dispuesto llegar lejos cualquier método entablan gran amistad forman 3 colegas noodles patrick goldberg patsy philip stein cockeye dominic banda prospera rápidamente desgraciadamente perseguidos bugsy tipo noodles amigos trabajaban anteriormente asaltos mata dominic rápidamente noodles tira encima mata pasará 12 años prisión noodles sale prisión recibe max sigue banda junto 2 amigos patsy cockeye rápidamente 4 llegan convertirse tiempos prohibición mayores gánsteres país	Drama
juguetes andy niño seis años temen llegado hora nuevo regalo cumpleaños sustituya corazón dueño woody vaquero sido ahora juguete favorito andy trata tranquilizarlos aparece buzz lightyear héroe espacial dotado tipo avances tecnológicos woody relegado segundo constante rivalidad transformará gran amistad ambos pierden ciudad saber cómo volver casa	Animación
alex hugues inglés maduro taciturno lugar ontario día emprende viaje visitar madre hijo muerto	Romance
patience philips halle berry mujer sumisa siempre dispuesta agradar gente trabaja diseñadora gráfica gigantesco laboratorio cosméticos hedare beauty dirigido despótico george hedare lambert wilson esposa supermodelo laurel sharon stone tímida patience entera casualidad siniestro secreto revolucionario producto antienvejecimiento compañía pronto va salir venta ve envuelta conspiración justo entonces salvada muerte renacer fuerza velocidad agilidad agudísimos gato nueva vida venganzas catwoman guiará misteriosa mujer llamada ophelia powers frances conroy	Acción
bailarinas gogó tres chicas tras dura noche trabajo gusta montarse coches pisar fondo buscarse problemas así medio desierto encuentran joven pareja retan carrera acaba matándose secuestran continuación gasolinera encargado cuenta medio desierto vive dos hijos viejo esconde enorme fortuna dudarlo chicas dirigen casa averiguar dónde dinero filmaffinity	Acción
chris locutor radio casado segundas nupcias katrin uwe propietario pequeño restaurante paso casado ellen cuatro rondan cuarentena viven ciudad tan insulsa deprimente frankfurt-oder antigua alemania democrática chris íntimo amigo uwe katrin amiga íntima ellen impide buen día chris ellen comiencen aventura sentimental ser descubierta hará saltar aires aparentemente perfecto universo pequeño burgués dos parejas mismo tiempo hecho invitará cuatro replantearse existencias analizar aciertos errores pasado aprender valorar desea descubrir pequeños sencillos placeres cotidianos… palabra volver vivir final resulta frankfurt-oder ciudad tan deprimente simple gaita puede cambiarlo	Comedia
esma quiere hija sara doce años oportunidad participar viaje organizado colegio bastaría certificado probando padre murió mártir guerra saliese mitad precio esma siempre da largas sara pide certificado parecer prefiere remover cielo tierra encontrar dinero pagar precio viaje convencida protege misma hija si cuenta verdad	Drama
banda marginados vive miserable antro angeles hotel millón dólares eloise tom protagonista enamora locamente muerte izzi roth hará padre importante personaje televisión ponga marcha investigación acallar rumores suicidio podrían dañar reputación	Drama
