sinopsis	genero
sent banc parqu francis anim compañer alan vay holstenwall ciud nort alemani ver espectacul ambul doctor caligari emple municipal nieg doctor permis actu aparec asesin dia siguient francis alan acud ver doctor caligari cesar ayud sonambul anunci alan porven viv amanec	Drama
pequeñ puebl oregon cuatr joven amig sal ciud busc chic desaparec sentimental geordi rud chris extravag teddy miedos vern des ser vist her mism ojos puebl emprend inolvid excursion dos dias conviert aventur increibl fum escond cuent histori suelt tac gust hac caus comun cos pon dificil encuentr maton puebl armad cuchill busc cuerp chic descubr fuerz nunc sup	Crimen
muriel chic sobrepes viv mund fantas cancion abba catalog nupcial sueñ princip azul algun dia liber odios famili burlon amig cans esper lleg decid irse ciud busc mayor exit cin australian novent	Comedia
glasgow principi años 50 joe jov encuentr trabaj barcaz propied enigmat muj tard joe encuentr cuerp muj flot agu aunqu polic arrest sospech hac cad vez evident joe sab muj ahog dic investig asesinat telon fond joe embarc aventur intim pasional	Drama
don vit corleon conoc dentr circul hamp padrin patriarc cinc famili ejerc mand cos nostr nuev york años cuarent don corleon cuatr hij chic conni tres varon sonny michael fred padrin reclin interven negoci estupefacient empiez cruent luch violent episodi distint famili crim organiz	Drama
epoc ley sec 1920-1933 joe jerry dos music monton ven oblig huir despues ser testig ajust cuent dos band rival encuentr trabaj mafi persig decid vest mujer toc orquest femenin joe conquist sug kan cantant grup fing ser magnat impotent mientr jerry cortej millonari quier cas	Comedia
continu sag corleon dos histori paralel eleccion michael corleon jef negoci familiar origen patriarc fallec don vit primer sicili lueg unid empez abaj lleg ser poderosisim jef mafi nuev york	Drama
micky mallory convencional parej joven amant sient nac mat dos despiad criminal atemoriz poblacion present program sensacional aprovech fascin personal ejerc public conviert asesin her televis	Crimen
michael corleon hereder imperi don vit corleon intent rehabilit social legitim tod posesion famili negoci vatican despues luch tod vid encuentr cans centr tod esper encontr sucesor hag carg negoci vincent hij ilegitim herman sonny parec ser eleg	Crimen
comedi romant mordaz rob gordon dueñ tiend disc chicag cuy peculiar vend disc vinil rob dic ser verdader fanat music pas tiemp championship vinyl dos emple dick barry dos tip peculi aunqu tres conoc fond mund music popul encant conciert ide hac list cinc mejor cancion tiemp categor especif rob pas mal moment relacion laur actual novi romp part moment rob empiez reflexion desengañ amor llam cinc principal dec chic dej huell vid dej lad music autent pasion vid junt mujer	Drama
equip cin va rod pelicul misteri isla teschi sumatr alli descubr existent civiliz prehistor tribu ancestral secuestr atract ann actriz protagon ofrec sacrifici ritual king gigantesc goril	Aventura
will lightm hugh grant solter 38 años viv derech autor cancion compuest hac años padr mied compromis tal sol relacion madr solter piens facil romp embarg conviccion tambal conviert mejor amig marcus niñ 12 años conoc cit	Drama
japon sigl xix zatoichi vagabund cieg viv jueg dar masaj ademas maestr espad rap precis mejor samurai ciud montañ merc band ginz zatoichi fiel amig shinkichi conoc par geish bell peligr okinu herman osei lleg ciud veng asesinat padr unic pist misteri nombr kuchinaw	Aventura
despues pas carcel johnny clay decid dar ultim golp vid permit retir junt amad fay plan llev recaud carrer caball hipodrom despues meticul seleccion colabor plane estrategi asalt precision insospech trat provoc alterc sal apuest mat caball favorit septim carrer clay cuent ayud randy polic soborn georg cajer apuest mik barm hipodrom atrac desarroll segun previst problem present repart botin	Crimen
epoc ley sec 1920-1933 dav contraband alcohol punt cerr trat import mafios chicag manzan mendig anni siempr dad suert envi hombr busc cerr oper anni complet desesper hij ve hac años lleg europ acompañ novi suegr aristocrat italian anni convert gran dam defraud	Comedia
desintegr matrimoni perfect tan model result insult vid tan comod vac produc espos madr ama cas perfect eficaz orond sirvient aleman complet cuadr famili cae cuent dese recobr propi ident	Comedia
arvid apac emple banc acab dej novi aburr colm hab deten ladron intent atrac banc trabaj sol acarre golp amenaz muj ladron acud cas increp supuest buen accion ahor van pod form famili arvid decid plan atrac darl diner parej ello recurr unic malhechor conoc herman harald trabaj cociner cont ayud tres emple pet martin vuk embarg sal previst final ajust cuent filmaffinity	Acción
parej enamor ve trunc felic asesin ladron neces salv vid chic hac permanezc tierr form fantasm intent advert peligr corr unic medi comun aloc vident	Fantasía
willy wonk excentr dueñ gran fabric chocolat dia decid ofrec cinc niñ entrad dor permit recorr dulc fabric ganador charli bucket niñ pobr buen corazon esper futur mejor madr cuatr abuel ganador result ser cuatr insoport niñ	Familia
tan sol veinticuatr hor tres agent servici secret britan investig red trafic drog aparec asesin extrañ circunst tod pist conduc big diplomat llam katang agent 007 jam bond envi nuev york investig enigmat personaj	Aventura
suert ann darrow cambi conoc carl denham empresari luch abrirs camin mund espectacul une jack driscoll autor teatr neoyorquin tres emprend viaj llev remot isla denham previst dirig pelicul alli descubr ser increibl goril gigant king kong habit frondos selv criatur prehistor viv ocult millon años denham apetit insaci grandez ensegu ve fam pued report captur goril exhibicion nuev york	Aventura
continu cicl antoin doinel tras cuatrocient golp l'amour à vingt ans protagon jean-pierr leaud tras ser expuls ejercit insubordin visit antigu novi christin darbon claud jad padr christin encuentr trabaj temporal antoin vigil nocturn hotel embarg culp detectiv priv pierd emple prim dia compens detectiv ofrec trabaj agenci principi antoin encarg asunt menor encomiend mision averigu tod emple zapat señor georg tabard michel lonsdal odi zapat antoin conoc fabienn tabard delphin seyrig espos propietari	Comedia
segund pelicul realiz torn personaj antoin doinel sig tras 400 golp realiz truffaut	Comedia
niñ orfanat pas tant hambr desesper decid habl asunt director eleg oliv twist expuls centr ofrec aprendiz quier contrat despues limpi chimen trabaj ayud enterr oliv escap lleg londr afuer ciud cans hambrient conoc artful dodg ofrec aloj entonc ver oblig trabaj malv fagin dirig band chic carter	Crimen
antoin christin parej recien cas mientr gan vid vend flor sec call par muj impart clas violin pas tiemp beb antoin sig siend hombr emocional inest inmadur aventur extramatrimonial	Comedia
tras cinc años matrimoni hij antoin doinel christin divorci trabaj corrector imprent enamor sabin vendedor tiend disc dia encuentr alli colett tazzi jov juventud musical conoc antoin colett prim amor antoin encuentr conoc monsieur luci ex-am madr tod mujer pas vid	Comedia
richard hannay music-hall londinens repent suen dispar comienz pele medi tumult chic asust pregunt si pued ir richard acced llev apartament	Misterio
inminent muert ancian patriarc acomod famili sur desencaden terribl tension hereder hij brick indecis apat refugi alcohol muestr complet indiferent situacion maggi muj dispuest contempl impas destruccion goop igual espos ambici oportun	Drama
amarg comedi narr histori rupert pupkin comic obsesion convert mejor camp dia rupert conoc idol jerry langford suplic oportun aparec show este nieg embarg cej empeñ acech jerry consig quier final ayud amig mash secuestr langford pod consegu proposit	Drama
vuel 209 trans americ sal angel destin chicag pasaj encuentr seri curios personaj ex-pilot combat plen vuel ver oblig hac mand avion comercial tras qued pilot indispuest com mal	Comedia
dos mochiler norteamerican dav kessl jack viaj europ camin zon rural inglaterr poblacion local mir mal entran bar sal recib tip extrañ advertent carreter alejens pantan lun aun asi joven adentr oscur dan cuent siend segu terribl criatur	Terror
lili marl histori cancion segund guerr mundial lleg convert himn primer nazism despues band ali 1936 norbert schultz pianist cabaret pus music letr escrit años atras sold aleman tres años tard grab disc bell mediocr cantant lal anders consigu exit popular tal servici propagand terc reich decid hac cancion	Drama
paul javal michel piccoli autor dramat frances acept reescrib escen odise pelicul va rod capri baj direccion renombr director aleman fritz lang fritz lang prim encuentr productor arrog norteamerican prokosch jack palanc escritor dej muj bell camill brigitt bardot vay coch productor finc este da lug grav mal entend escritor espos cre ofrec moned cambi obten mejor pag consecuent situacion escritor ver inmers dolor crisis matrimonial	Drama
noch fatal victor chic fortun acud busc elen pis despues hab conoc encuentr sexual fortuit alli coincid dos polic armad produc malentend suen par dispar dav agent cae suel qued inval siempr elen sint culpabl suces cambi vid acab cas victor va par carcel sal todav obsesion elen insist acerc desencaden enred pasional mezcl amor cel violenci	Drama
atorment hab vist mor padr delant bruc wayn enfund cad noch traj batm adopt terrorif form murcielag surc tej gotham city combat crim manten ray corrupcion ciud vez batm enfrent terribl enemig jok pretend somet tod ciud baj dese ment perturb	Fantasía
michel poiccard ex-figur cin admir bogart tras rob coch marsell ir par mat fortuit motor polic remord algun acab hac prosig viaj par tras rob diner amig busc patrici jov burgues american aspir ser escritor vend new york herald tribun camp elise sueñ matricul sorbon escrib algun dia period europ cre hab hall libert conoc amer michel ignor polic busc muert motor	Drama
fiscal nuev orleans jim garrison reabr cas asesinat president unid john kennedy present carg person despues entrevist numer testig dall person relacion hech mantuv tesis magnicidi frut conspir podr hab interven fbi cia propi vicepresident lindon johnson	Drama
rony viv feliz castill padr encuentr nuev compañer jueg birk bosqu oscur cercan dos explor desiert desafi peligr witchbirds rump-gnom famili descubr birk ronj jug junt prohib volv vers hech padr competidor jef ladron enemig amarg ahor dos niñ valient deb intent derrib barrer manten famili separ tiemp	Aventura
¿com cambi hombr mund pregunt obsesion bruc wayn igual fantasm padr muert tir ojos call gotham noch camb vid siempr atorment culp ira desilusion hereder industrial desaparec gotham viaj secret mund busc medi luch injustici utiliz mied aprovech mied ayud leal mayordom alfred detectiv jim gordon poc buen polic fuerz orden public gotham lucius fox ali division cienci aplic wayn enterpris bruc wayn liber imponent alter ego batm justicier enmascar utiliz fuerz inteligent desplieg artefact alta tecnolog combat fuerz siniestr amenaz destru ciud	Acción
fus miembr tokkitai cuerp motoriz vigil armad especial llev tiemp plant trabaj parec convert maquin mat noch patrull top miembr sect organiz terror fus apunt jov bomb disp	Animación
fbi busc bill asesin seri mat victim tod adolescent despues prepar minuci arranc piel pod atrap recurr claric starling brillant licenci universitari expert conduct psicopat aspir form part fbi sigu instruccion jef jack crawford claric visit carcel alta segur gobiern mantien encerr hannibal lect antigu psicoanal asesin dot inteligent superior normal mision intent sac inform patron conduct bill	Crimen
hombr apoc tim cas hij millonari impid disfrut fortun decid contrat dos delincuent secuestr muj fin mont negoci propi diner rescat seri azar circunst secuestr sum tres brutal asesinat oblig polic interven	Crimen
jan daniel brühl pet stip erceg jul juli jentsch disfrut rebeld juventud une pasion cambi mund conviert the edukators cuy accion violent trat avis ric local dias abund cont complic aparec jul enamor ambos joven ademas oper complic conviert rapt intencion acab pon car car ley	Drama
sigl dos raz ido evolucion profund tierr aristocrat sofistic vampir brutal hombres-lob lycans cuy existent siempr form part mund mit leyend raz nocturn enemig mortal conden viv perpetu guerr sol sobrev medi conflict ancestral guerrer vampir selen descubr conspir lycan secuestr michael jov medic despues segu tod ciud selen entabl insolit relacion lycans decid atac interpon medic mientr intent salv michael descubr plan lycans cre nuev criatur combin poder ambas raz carezc debil proyect hac realid favorec hombres-lob	Fantasía
acus asesinat muj andrew dufresn tras ser conden caden perpetu envi prision shawshank pas años consegu gan confianz director centr respet compañer presidiari especial red jef mafi soborn	Drama
antoni salieri music destac cort emper jos ii austri entreg complet music promet dios humild castid si cambi conserv extraordinari dot musical despues lleg cort jov llam wolfang amadeus mozart salieri qued releg segund plan irrit perd protagon har posibl arruin carrer jov music mientr mozart ajen maquin salieri sorprend genial music excentr	Historia
pas once años sarah connor marc objet ser elimin cyborg futur ahor hij john futur lid resistent objet terminator modern mortifer vez resistent ingeni envi protector vuelt pas intent salv john madr sarah	Acción
falt dos dias lleg año 2000 call angel abarrot gent lenny sid expuls brig antivici dedic captacion client vend clips reproduc vivenci person	Crimen
asesin niñ atemoriz tod ciud polic busc frenet desesper deten cualqui person minim sospech part jef hamp furios red sufr culp asesin decid busc mism	Drama
umbert domen ferrari jubil intent sobreviv miser pension sum pobrez viv pension cuy dueñ maltrat consig reun diner necesari pag alquil habit unic amig mund jov cri perr flik	Drama
c.c baxt modest ambici emple compañ segur manhatt solter viv sol discret apartament prest ocasional superior cit amor esper favor sirv mejor posicion empres situacion cambi enamor ascensor result ser amant jef usan apartament	Comedia
sigu estel suced pirat carib cofr hombr muert encontr her will turn elizabeth swann ali capitan barboss busqued desesper liber capitan jack sparrow man davy jon mientr terrorif barc fantasm holandes errant baj control compañ indi oriental caus estrag larg siet mar will elizabeth naveg medi traicion felon mar salvaj deb segu adel rumb singapur enfrent astut pirat chin sao feng ahor mismis confin tierr deb eleg band batall final sol vid fortun sin futur pirat clasic pend hil	Aventura
vid sec narr histori famili fabian muj sinh vitori dos hij serta años cuarent realiz epoc gran agit polit social visper golp iba instaur dictadur milit brasil titul mayor cin latinoamerican filmaffinity	Drama
novat robbins viej glori beisbol costn disput amor madur atract anim equip sarandon cad primaver anni forof equip beisbol bufal durham elig jugador educ cam camp jueg tempor dos candidat veteran novat ambos cualidad suel suced siempr decid filmaffinity	Comedia
will kan gary coop sheriff pequeñ puebl hadleyvill acab contr matrimoni amy grac kelly recien cas proyect traslad ciud abrir pequeñ negoci repent empiez corr puebl notici frank mill ian macdonald criminal kan atrap llev justici sal carcel lleg puebl tren mediod veng kan tiemp va pas lent nadi puebl dispuest ayud sheriff	Western
segund guerr mundial casablanc ciud lleg huyend nazism gent tod part lleg facil sal casi impos especial si nombr fugit figur list gestap ocasion principal objet polic secret aleman lid chec hero resistent victor laszl cuy unic esper rick blain propietari ’ s caf antigu amant muj ilsa ilsa ofrec qued cambi vis sac laszl pais rick deb eleg propi felic ideal rig vid pas	Drama
1941 barton fink viaj hollywood escrib guion luchador wallac berry vez instal hotel earl guionist sufr agud bloque mental vecin habit jovial vendedor segur trat ayud seri circunst advers hac sient cad vez incapaz afront trabaj	Comedia
documental surf relat primer raic polinesi renac comienz sigl xx desarroll ancho larg cost californi part años 40	Documental
chappell quier hac fiest amig music admir decid recurr metod antigu convencional boc boc megafon invit personal vecin señor almacen peluquer niñ escuel conoc television quier ¿el siti escog callejon cualqu barri	Comedia
aunqu norm paul mcle hij pastor protest recib rig educ tambi disfrut libert norm jov juicios reserv profesor enamor paul cambi extrovert dedic period llev vid desorden pes siempr mantendr unid rio salvaj atravies montan aprend pesc	Drama
1959 vivi bell profesor literatur ingles matrimoni futur lleg ren nev tramit divorci maner rap alli aloj ranch turist conoc cay chic lesbian ambicion trabaj casin ambas pas cad vez tiemp junt consigu vivi vuelv sent viv nuev	Drama
inspir novel homonim patrici higsmith viaj tren guy jov campeon tenis farley grang abord brun walk jov conoc vid milagr traves prens inesper propon dobl asesinat intercambi victim fin garantiz reciproc impun asi podr resolv respect problem suprim muj guy quier conced divorci cambi guy deb asesin padr brun este pud hered gran fortun viv air	Crimen
pas dec john connor salv human destruccion actual john 25 años viv clandestin ningun prueb documental existent asi evit ser rastr skynet sofistic corpor maquin vez intent acab vid ahor futur sid envi t-x maquin destructor cyborg desarroll skynet mision complet trabaj pud termin predecesor t-1000 t-x maquin tan implac bell aspect human ahor unic esper sobreviv connnor terminator	Acción
william parrish poder meticul magnat cuy vid ve alter lleg enigmat jov llam joe black enamor hij trat realid personif muert mision cumpl dich hog version film 1934 muert vacacion	Fantasía
danny oce band sol razon realiz golp ambici arriesg defend willy bank despiad propietari casin nunc imagin iba pon traicion reub tishkoff amig mentor danny oce bank equivoco… desgraci quizas pud derrot miembr original band dej demas pie dio proposit compart derrot bank noch gran inaugur nuev casin	Crimen
once amig compañer armas ii guerr mundial 1939-1945 plan rob sol noch cinc mayor casin veg año 2001 stev soderbergh hiz remak gran repart georg clooney brad pitt juli roberts	Crimen
stephan garc bernal jov diseñ mexican tim introvert cautiv propi sueñ siempr trat despert control imagin amenaz suplant mund real vid present oportun cambi madr frances convenc vuelv cas natal par promet trabaj decepcion grand comprueb trat rutinari trabaj pequeñ oficin compart tres singular compañer especial excentr guy alain chabat embarg decepcion desaparec conoc vecin stephani charlott gainsbourg amig zoe emma caun	Comedia
sheriff chanc john wayn encarcel asesinat herman poder terratenient cuy hombr intent liber imped chanc cuent colabor dos ayud alcohol dean martin viej tull walt brenn une jov habil pistoler llam color ricky nelson qued encerr carcel oficin sheriff roed increment tension puebl esper lleg autor estatal llev deten	Western
sarah morton charlott rampling escritor britan autor libr misteri novel policiac viaj londr sur franci pas dias cas editor charl danc intencion descans encontr inspir nuev novel alli conoc hij adolescent anfitrion atract convencional juli ludivin sagni	Crimen
tras segund guerr mundial 1939-1945 padr alici huberm espi nazi conden traicion unid despues juici alici da fiest aparec apuest desconoc llam devlin trat agent servici inteligent reclam colabor atrap alexand sebasti cerebr nazis brasil principi muestr reaci final acced enamor atract agent american vez brasil alici gan simpat sebasti va viv cas implic asunt acab pon peligr vid	Suspense
stanley ingenu emple banc incapaz enter cuand aprovech jef mangone caser humill sol perr parec ser capaz aguant amig charli invit ir cabaret coc bong intent estimul consegu espabil ocurr aparec bell tin carlyl entra banc habl stanley pas fotografi caj fuert mini cam entonc stanley encuentr masc da grand poder quit mied ahor libr actu quier	Romance
octubr 1993 sold american elit envi mogadisci somali mision paz nacion unid fin supon salv vid seg result principal objet mision captur caudill aid acab raiz guerr principi parec ir bien dos helicopter black hawk aparent invenc derrib entonc mision conviert desesper carrer rescat tripul sold tierr qued atrap result her accident	Acción
detectiv detroit axel foley emple coraj persegu despiad asesin ayud viej compañer serg billy rosewood investig conduc popul parqu temat angel wonderworld alli repentin axel conviert nuev atraccion lug bien qued colg arañ gigant rescat niñ disfraz okey dokey enorm elef azul	Acción
segund guerr mundial 1939-1945 rom ocup nazis temibl gestap trat arrest manfredi lid comit nacional liber anni mari ofrec refugi cas manfredi camar aleman descubr escondrij rod viviend partisan consig escap tej manfredi apres	Drama
original extravag revision mit don juan despues ser abandon ultim conquist delpy don johnston bill murray recib cart anonim inform hij tan inesper notici impuls emprend viaj busc antigu amant resolv misteri	Comedia
klingenfeldt famili alta burgues danes dispon celebr sesent cumpleañ patriarc hombr trayectori reput intach embarg tres hij aunqu diferent dispuest aprovech ocasion sac reluc trap suci famili	Drama
tras pas peor dí vid descontent reporter televisión bruc nol consig pod divin pues recrimin dios ide cóm está llev asunt tal desafí dios decid darl poder ver si capaz hac mejor él	Fantasía
dav aaronson noodl pobr jov judi conoc suburbi principi sigl xx manhatt nuev york maximili bercovicz max jov orig hebre dispuest lleg lej cualqui metod entabl gran amist form 3 coleg noodl patrick goldberg patsy philip stein cockey dominic band prosper rapid desgraci persegu bugsy tip noodl amig trabaj anterior asalt mat dominic rapid noodl tir encim mat pas 12 años prision noodl sal prision recib max sig band junt 2 amig patsy cockey rapid 4 lleg convert tiemp prohibicion mayor ganster pais	Drama
juguet andy niñ seis años tem lleg hor nuev regal cumpleañ sustitu corazon dueñ woody vaquer sid ahor juguet favorit andy trat tranquiliz aparec buzz lighty hero espacial dot tip avanc tecnolog woody releg segund constant rival transform gran amist ambos pierd ciud sab com volv cas	Animación
alex hug ingles madur taciturn lug ontari dia emprend viaj visit madr hij muert	Romance
patienc philips hall berry muj sumis siempr dispuest agrad gent trabaj diseñ gráfic gigantesc laboratori cosmét hedar beauty dirig despót georg hedar lambert wilson espos supermodel laurel sharon ston tím patienc enter casual siniestr secret revolucionari product antienvejec compañí pront va sal vent ve envuelt conspiración just entonc salv muert renac fuerz veloc agil agudís gat nuev vid venganz catwom guiará misteri muj llam opheli powers franc conroy	Acción
bailarin gog tres chic tras dur noch trabaj gust mont coch pis fond busc problem asi medi desiert encuentr jov parej ret carrer acab mat secuestr continu gasoliner encarg cuent medi desiert viv dos hij viej escond enorm fortun dud chic dirig cas averigu dond diner filmaffinity	Acción
chris locutor radi cas segund nupci katrin uwe propietari pequeñ restaur pas cas ellen cuatr rond cuarenten viv ciud tan insuls depriment frankfurt-od antigu alemani democrat chris intim amig uwe katrin amig intim ellen impid buen dia chris ellen comienc aventur sentimental ser descubiert har salt air aparent perfect univers pequeñ burgues dos parej mism tiemp hech invit cuatr replant existent analiz aciert error pas aprend valor dese descubr pequeñ sencill placer cotidianos… palabr volv viv final result frankfurt-od ciud tan depriment simpl gait pued cambi	Comedia
esma quier hij sar doc años oportun particip viaj organiz colegi bast certific prob padr mur mart guerr sal mit preci esma siempr da larg sar pid certific parec prefier remov ciel tierr encontr diner pag preci viaj convenc proteg mism hij si cuent verd	Drama
band margin viv miser antro angel hotel millon dolar elois tom protagon enamor loc muert izzi roth har padr import personaj television pong march investig acall rumor suicidi podr dañ reput	Drama
jov solitari clarenc celebr cumpleañ siempr hac viend pelicul kun-fu destartal cin detroit cun rubi explos alabam hac entrad sal derram palomit incident surg loc aventur amor llev dos joven viv verdader noch pasion alabam realid prostitut alquil mejor amig clarenc regal cumpleañ dos joven enamor contr matrimoni clarenc intent alej muj prostitu enfrent chul ir recog pertenent alabam abrir malet encuentr consider cantid cocain utiliz esper realiz sueñ deseador	Acción
will dorm veteran detectiv angel viaj pequeñ puebl alask compañer hap investig asesinat chic 17 años angel qued pendient oscur asunt incumb dos vez alask entran contact principal sospech walt finch novel ermitañ	Crimen
jov gay intent irse viv novi entromet padr enter	Comedia
jimmy markum penn dav boyl tim robbins devin kevin bacon niñ crec junt peligr barri obrer boston pas dias jug hockey call dia dav ocurr marc siempr vid amig veinticinc años tard tragedi vuelv unir asesinat kati emmy rossum hij 19 años jimmy polic asign cas pendient jimmy desesper intent tom justici man	Suspense
principi sigl xx narr histori celi adolescent negr catorc años embaraz propi padr hombr despot cruel part entonc vid llen dolor humill	Drama
divorci espos catalin aragon hij rey catol tia emper carl v contr matrimoni ana bolen enriqu viii 1509-1547 trat obten apoy aristocraci cler sir thom mor gran human utop 1516 fervient catol hombr confianz monarc encuentr encrucij ¿deb actu acuerd concienci arriesg ser tach traidor ejecut deb ced rey ningun repar adapt ley neces	Drama
lily encuentr tren shanghai antigu amor capitan harvey larg trayect rod grup personaj variopint llen vicisitud inclu asalt tren grup rebeld daran cuent nunc dej amars	Aventura
agent fbi escolt testig hawaii angel intent dich testig testifiqu asesin liber cient serpient venen avion comercial plen vuel agent fbi pilot novat tripul aterroriz intent sobreviv mortal invasion	Acción
yamamot yakuz viaj angel encontr herman pequeñ ken proteg financi mediant ingres criminal lleg alli descubr ken realiz unas oper trafic drog demasi futur yamamot decid ayud mostr com tom baj fond angel estil mafi japones dec usand maton profesional bas accion estrict codig honor choc mental criminal norteamerican	Crimen
ponch director helmut weiss bas novel homonim heinrich spoerl hans reimann convert pelicul aleman cult pelicul cuent histori escritor johann pfeiff infiltr estudi escuel secundari despues amig dijer perd gran experient vid educ cas	Comedia
multimillonari john hammond ide espectacul parqu temat isla retir visit pued observ dinosauri real ultim tecnolog desarroll adn cientif pued clon braquiosauri triceratops velociraptors tiranosauri rex utiliz ello sangr fosiliz ambar conten insect mord hac millon años paleontolog alan grant elli sattl ian malcolm visit parqu qued sorprend result obten problemat emple manipul sofistic sistem segur dinosauri escap oblig visit luch supervivent	Aventura
pas cuatr años devast parqu juras dr malcom punt descubr sobreviv isla cost ric pertenecient cost cinc muert dinosauri viv reproduc libert trat llam zon b lug serv laboratori genet despues john hammond llev empres bancarrot sobrin pet tom riend dispuest levant compañ explot peligr zon	Aventura
doctor alan grant ansios consegu fond financi estudi inteligent velociraptor acept ofert parej millonari paul amand kirby sobrevol isla sorn puert ric pobl dinosauri cre genet parqu recreat tras produc aterrizaj forzos isla alan descubr kirby busc hij adolescent perd isla tras accident parapent	Aventura
john brown inocent guardi segur sueñ ser mejor agent polic mund accidental camin cruc malv sanford scolex dad muert hospital brend bradford implant cuerp 14.000 disposit facil utiliz brown despiert transform inspector gadget maquin perfect prepar luch crim bas seri dibuj anim tv años ochent efect especial stan winston	Acción
rahul jov guap ric indi canadiens desesper consegu famili dej entromet vid priv des cabez dej solt rahul parec decid ello herman ademas tampoc recib aprob padr dese cas jov cantant pop tampoc agrad famili dia rahul desesper conoc sue bar tipic muj compañ ve solucion problem contrat hac ver realment novi filmaffinity	Comedia
pelicul const nuev tram paralel lug vall san fern angel niñ prodigi present concurs television ex-niñ prodigi moribund hij perd muj enfermer moribund histori aparent independient guard extrañ relacion magnoli retrat vid american vist traves seri viñet comic conmovedor	Drama
mientr constructor ferrocarril avanz impar desiert arizon camin haci mar jill lleg pequeñ puebl flagston intencion empez nuev vid	Drama
juan mirand john mallory veteran ira conoc mexic plan trabaj junt rob banc dia dinamit cre banc local result ser prision explosion liber revolucionari pres ambos conviert her revolu tiemp despues trop gobiern comand coronel gutierrez comienz segu pas	Western
par años sesent mom adolescent judi resuelt independient viv padr hurañ depres barri popul trab entrañ amist señor ibrahim ancian musulman propietari pequeñ tiend ultramarin	Drama
berlin octubr 1989 dias caid mur madr alex muj orgull ide comun entra com despiert ocho mes despues hij har posibl impos enter viv alemani reunific capital objet convert apartament famili isla anclad pas especi muse social madr viv comod creyend cambi	Comedia
pelicul divid histori independient traves cual jim jarmusch present panoram nocturn cinc grand ciudad angel nuev york par rom helsinki taxi ocurr anochec amanec mism dia obvi diferent personaj hil conductor	Comedia
jov judi norteamerican wood lanz busqued muj aparec fotograf junt abuel pequeñ puebl ucrani natal	Comedia
vid vincent sol volv ten dia asesin muj deten vecin alic convenc pued devolv felic decid invent culpabl fictici vincent pued veng dej atras pas	Crimen
tobi robert stadlob achim kostj ull-mann amig hac años timonel remer equip rem celebr numer victori pas esper impacient disput gran regat region trat campament veran dej ser niñ vuelv seri flirte achim sandr miriam morgenstern tobi da cuent sentimient achim profund quier admit confus incomod cad vez exclu lug equip femenin berlines tan esper lleg equip joven homosexual hac gal condicion repent tobi compañer ven oblig replant prejuici mied quien sab si dese secret med sub tension confront muchach parec tan inevit violent torment amenaz desat lag	Comedia
comedi negr relat histori jov buen famili obsesion muert punt pasatiemp favorit prob diferent metod suicidi obtuv excelent critic	Comedia
vendedor arte marginal viaj chicag carolin nort reun nuev famili polit desafi asi equilibri cas clas medi sur	Comedia
william harford respet medic neoyorquin cuy vid parec ir bien cas precios muj hij trabaj gust dia siguient asist fiest espos alic habl unas fantas erot com punt romp matrimoni desconoc abrum confesion acab entrand local antigu compañer habl congreg secret dedic hedon plac limit part entonc mund domin sex erot abre	Drama
band foraj atemoriz habit pequeñ puebl saqu period pied repel ataqu aldean decid contrat mercenari final consig servici 7 guerrer 7 samurais dispuest defend cambi tan sol cobij com	Acción
pelicul espiritu documental intent retrat vid cotidian berlin 1930 ello utiliz pequeñ histori ficcion dos hombr dos mujer pas jovial jorn doming ciud	Drama
regres tierr nav carg nostrom interrump viaj despiert siet tripul orden central madr detect misteri transmision form vid desconoc procedent planet cercan aparent deshabit nav dirig entonc extrañ planet investig orig comun	Terror
obra maestr tragic poetic melodramat griffith histori jov viv barri londinens limehous encuentr atrap ambient violenci padr rud malhumor boxeador aficion beb maltrat ces testig ello jov nobl tender inmigr chin enamor trat ayud darl cobij	Drama
vertigin mund mod nuev york revist sant grial dirig puñ hierr eleg manicur mirand priestly trabaj temibl ret aquel quier triunf mund hac ayud mirand podr abrirl cualqui puert andy sachs recient gradu chic destac desaliñ dentr pequeñ ejercit guapisim redactor revist andy comprend pront triunf negoci va necesit inici determin prueb definit delant vest prad pies cabez	Comedia
pobr vagabund charl chaplin pas mil avatar consegu diner ayud pobr chic cieg virgini cherill enamor	Comedia
plataform marin perd niebl malv krank envejec prematur pues carec cualid esencial facult soñ razon rapt niñ ciud rob sueñ compañer infortuni irvin cerebr flot dentr acuari señorit bismuth band clonic lad niebl ciud portuari encuentr one fuerz naturalez ingenu extraordinari valient busc herman pequeñ desaparec	Fantasía
impuls luk jackson sid conden dos años trabaj forz delit romp plen borracher post aparc vid penal durisim conviv pres conden delit grav ademas violenci pres carceler convert habit impos erradic luk veteran guerr dispuest ced pag alto preci segu siend	Crimen
ibo jov turc segund gener hamburg imagin gran admir bruc lee cuy sueñ ser prim director pelicul kung fu alemani deb conform rod spot restaur kebab tio conviert celebr barri embarg vid dar gir radical novi aleman titzi comun embaraz padr echan cas madr futur niet turc ademas ibo panic ser padr ten cambi pañal asi titzi dej sol qued coleg spots tampoc asunt cos march exces bien	Comedia
lulu louis brooks muj ambici moral usa hombr volunt desinhib atract aprovech encant conllev peligr obra mayor expresion encumbr louis brooks joy cin mud adapt magistral obra teatral lulu wedeking	Drama
