sinopsis	genero
dav noodl pobr jov judi conoc suburbi principi sigl nuev york max jov orig dispuest lleg cualqui metod gran amist form noodl band rapid desgraci persegu tip noodl amig trabaj anterior asalt mat rapid noodl tir mat pas años prision noodl sal prision recib max sig band junt amig rapid lleg convert tiemp mayor pais	Drama
andy niñ seis años lleg hor nuev cumpleañ corazon dueñ sid ahor andy trat aparec hero dot tip segund rival transform gran amist ambos pierd ciud sab com volv cas	Animación
alex ingles lug dia emprend viaj visit madr hij muert	Romance
hall muj siempr dispuest gent trabaj gigantesc dirig georg espos enter siniestr secret revolucionari pront va sal ve entonc salv muert fuerz gat nuev vid venganz misteri muj llam	Acción
tres chic tras dur noch trabaj gust mont coch pis fond busc problem asi medi desiert encuentr jov parej carrer acab mat secuestr continu encarg cuent medi desiert viv dos hij viej escond enorm fortun dud chic dirig cas averigu diner filmaffinity	Acción
chris cas segund propietari pequeñ restaur pas cas cuatr viv ciud tan antigu alemani chris intim amig amig intim impid buen dia chris aventur ser har aparent perfect univers pequeñ burgues dos parej mism tiemp hech invit cuatr existent error pas aprend dese descubr pequeñ volv viv final result ciud tan pued cambi	Comedia
quier hij doc años oportun viaj organiz colegi prob padr mur guerr sal mit preci siempr da larg pid parec tierr encontr diner pag preci viaj convenc proteg mism hij si cuent verd	Drama
band viv angel hotel millon tom protagon enamor muert har padr import personaj television march investig suicidi podr	Drama
jov solitari celebr cumpleañ siempr hac pelicul cin hac sal surg aventur amor llev dos joven viv verdader noch pasion realid prostitut mejor amig cumpleañ dos joven enamor matrimoni intent alej muj enfrent ir abrir encuentr consider utiliz esper realiz sueñ	Acción
will dorm veteran detectiv angel viaj pequeñ puebl compañer investig asesinat chic años angel qued oscur asunt dos vez contact principal sospech walt novel	Crimen
jov intent viv novi padr enter	Comedia
jimmy dav tim niñ junt peligr barri pas dias jug call dia dav ocurr marc siempr vid amig años tard vuelv asesinat hij años jimmy polic cas jimmy desesper intent tom man	Suspense
principi sigl narr histori adolescent negr años propi padr hombr part entonc vid llen humill	Drama
divorci espos hij rey catol tia carl matrimoni trat obten mor gran human catol hombr encuentr ser ejecut deb rey ningun adapt ley neces	Drama
encuentr tren antigu amor capitan larg rod grup personaj llen inclu asalt tren grup rebeld cuent nunc dej	Aventura
agent fbi testig angel intent testig asesin liber plen vuel agent fbi tripul aterroriz intent sobreviv mortal	Acción
viaj angel encontr herman pequeñ proteg criminal lleg alli descubr realiz unas oper trafic drog demasi futur decid ayud com tom baj fond angel mafi japones dec maton profesional bas accion mental criminal norteamerican	Crimen
director bas novel convert pelicul aleman pelicul cuent histori escritor estudi escuel despues amig perd gran vid educ cas	Comedia
john ide espectacul parqu isla retir visit pued observ real ultim desarroll cientif pued utiliz ello sangr hac millon años alan visit parqu qued sorprend result obten emple sofistic segur escap oblig visit luch	Aventura
pas cuatr años devast parqu punt descubr sobreviv isla cost ric cost cinc muert viv libert trat llam zon lug despues john llev empres pet tom dispuest compañ peligr zon	Aventura
doctor alan consegu fond estudi inteligent acept parej millonari paul isla puert ric cre parqu tras produc isla alan descubr busc hij adolescent perd isla tras accident	Aventura
john brown segur sueñ ser mejor agent polic mund camin malv dad muert cuerp facil utiliz brown despiert transform inspector maquin perfect prepar luch crim bas seri anim años especial	Acción
jov ric desesper consegu famili dej vid priv des cabez dej parec decid ello herman ademas recib padr dese cas jov cantant famili dia desesper conoc bar muj compañ ve problem contrat hac ver novi filmaffinity	Comedia
pelicul nuev lug san angel niñ prodigi present concurs television prodigi hij perd muj histori aparent independient extrañ relacion vid american vist traves seri	Drama
mientr desiert camin haci mar lleg pequeñ puebl intencion empez nuev vid	Drama
john veteran conoc plan trabaj junt rob banc dia cre banc local result ser prision liber revolucionari pres ambos conviert her revolu tiemp despues gobiern comienz segu pas	Western
par años sesent adolescent judi independient viv padr barri popul amist señor ancian propietari pequeñ tiend	Drama
berlin dias mur madr alex muj ide comun entra com despiert ocho despues hij har posibl enter viv alemani capital objet convert apartament famili isla pas madr viv cambi	Comedia
pelicul histori independient traves jim present nocturn cinc grand angel nuev york par ocurr mism dia diferent personaj	Comedia
jov judi norteamerican lanz busqued muj aparec junt abuel pequeñ puebl natal	Comedia
vid vincent sol volv ten dia asesin muj deten vecin alic convenc pued decid invent vincent pued veng dej atras pas	Crimen
amig hac años equip celebr numer pas esper gran trat veran dej ser niñ vuelv seri da cuent sentimient profund quier cad vez lug equip tan esper lleg equip joven hac repent compañer ven oblig mied sab si dese secret med tension muchach parec tan violent amenaz	Comedia
comedi negr relat histori jov buen famili obsesion muert punt prob diferent metod suicidi	Comedia
viaj chicag nort reun nuev famili polit desafi asi cas clas medi sur	Comedia
william medic cuy vid parec ir bien cas muj hij trabaj gust dia siguient asist fiest espos alic habl unas fantas com punt romp matrimoni desconoc acab local antigu compañer habl secret dedic limit part entonc mund	Drama
band habit pequeñ puebl period ataqu decid contrat final consig servici guerrer dispuest defend cambi tan sol com	Acción
pelicul documental intent vid berlin ello utiliz pequeñ histori dos hombr dos mujer pas ciud	Drama
regres tierr nav carg viaj despiert siet tripul orden madr misteri form vid desconoc planet aparent nav dirig entonc extrañ planet investig orig comun	Terror
obra tragic histori jov viv barri encuentr atrap violenci padr beb maltrat testig ello jov enamor trat ayud	Drama
mund mod nuev york sant dirig eleg trabaj quier mund hac ayud podr cualqui puert andy chic destac dentr pequeñ ejercit andy pront negoci va necesit inici prueb vest cabez	Comedia
pobr vagabund charl pas mil consegu diner ayud pobr chic enamor	Comedia
perd malv pues razon niñ ciud rob sueñ compañer cerebr dentr band lad ciud encuentr fuerz ingenu valient busc herman pequeñ desaparec	Fantasía
sid conden dos años trabaj romp plen vid conviv pres conden grav ademas violenci pres convert habit veteran guerr dispuest pag preci segu siend	Crimen
jov segund gener imagin gran bruc lee cuy sueñ ser prim director pelicul alemani deb rod restaur conviert celebr barri embarg vid dar gir novi aleman comun padr cas madr futur ademas ser padr ten cambi asi dej sol qued asunt cos march bien	Comedia
muj ambici hombr atract aprovech encant peligr obra mayor joy cin adapt obra	Drama
miembr encuentr tia herman jack enamor famos jam punt matrimoni jov dud utiliz consegu dej encant sal segun previst despues verd poder pid ayud extravag señor romp tia tom cart asunt intent utiliz poder reun parej amor	Comedia
revolu guerr produc pais medi conflict asist intim hombr luch sobreviv hombr mar amant cuy vid guerr vid inclu tony muj muj enamor	Drama
pobr niñ rob com vest muert pod sobreviv dia mientr huy niñ rob encuentr dios hac convert hermos princes tip volv pas cambi podr encontr amor verdader pues cualqui hombr termin dias maner tragic demasi acept trat años pas tom pues tal dios hombr termin sufr	Fantasía
año matrimoni san cuatr preci hij años enamor vecin acab instal ciud embarg famili especial enorm padr anunci deb traslad viv nuev york motiv trabaj	Comedia
detectiv investig ocurr sid rescat lid famili contrat resolv cas hij atract enamor	Crimen
comedi control casi absolut ser protagon actor firm kan realid complet casi personaj gran public actor da vid atrac banc part nac carrer detectiv practic pes pues inclus intent filmaffinity	Comedia
millonari hombr hech mism vid llev huir prep golp perfect rob banc march despues reun grup delincuent tres millon banc da golp dej pist cas ocup investig compañ segur	Crimen
despues hab intent suicid cuarent años alcohol sid plant consig dorm drog alcohol chic años nac gust demasi vid ser buen intent suicid huir carcel human famili tradicion vez suicidi sol ve liber famili cas	Drama
gotham city enfrent dos nuev criminal siniestr criatur solitari hermos batm enfrent quier convert ciud	Acción
jov profesor acab qued quier empez nuev vid hij puebl natal mar busc tierr prepar valient vid tod futur nuev aparec vid filmaffinity	Drama
frank detectiv polic san francisc ambici polit encarg crim chicag embarg pued evit asesin part moment deb investig cas hall misteri	Acción
ahor ancian muj recuerd pas vid cas famili trabaj dur pag mar pierd accident famili cri sol niñ filmaffinity	Drama
walt ejecut trabaj dedic tiemp vid priv dia necesit acompañ ir negoci client japones herman propon ir acompañ nadi chic nuev ciud	Comedia
nuev raz vampir surg oscur sangr busc nuev victim guerr vampir human estall organiz secret sid mund amenaz mejor agent encuentr misteri muchach llam cuy fri conviert mejor cazador vampir	Animación
aspir carrer rap exit fam error tom inesper solitari lleg pequeñ comun cos import vid	Animación
bas histori real despues hab retir jam decid volv años gran pod famili talent llev	Romance
william decid abandon puest despues recib trabaj ciud embarg lleg result puest ocup person charli hij propietari empres mat muj encuentr cam vez charli mod conviert persegu tres cazador	Drama
hac muert convert ser human lleg punt vari qued practic desiert supervivient deb refugi zon dud acab propi familiar continu clasic georg noch muert the	Terror
clasic georg poblacion planet convirt muert horribl continu busc sangr human sobreviv grup person escap trat salv vid refugi centr deb aprend sol proteg sin conviv	Terror
barri conviv vari famili raz negr parej famili chic trabaj testig personaj hech lug barri asi tension habit	Drama
seri television gran exit años vez dej protagon dedic pas antigu especial sab raz alienigen seri trat luch decid secuestr protagon ayud combat	Comedia
vari joven pequeñ local pesadill persegu hombr termin comienz ser asesin mientr ser result ser asesin padr joven viv hac vari años tras descubr asesin vari niñ	Terror
parej pued ten hij dispuest form famili decid secuestr beb famili acab ten	Comedia
año dos amig surg gran rival caus amor muj ciud tom enfrent guerr desencaden traicion conflict polit	Drama
charli jov corazon esper recib consider tras muert padr embarg charli absolut cuent herman mayor medic recib tod fortun mental limit aspect dot	Drama
pes john gat ladron joy conviert principal sospech seri rob preci lujos hotel frances asi conoc hereder ve oportun misteri ladron utiliz joy madr jov	Crimen
prim produc alemani tras segund guerr mundial cre estudi hombr muj regres berlin muj supervivient camp pes sufr dese vid regres apartament encuentr viv medic guerr	Drama
prim larg van sant rod blanc negr cam apen walt dueñ tiend enamor johnny jov habl ingles aunqu walt johnny acept dorm diner filmaffinity	Drama
despues cumpl cinc años conden tony sal prision intencion cambi vid encuentr antigu amant conoc asi cos qued volv vid pas reun viej seman prep golp perfect atrac joy par	Drama
convenc comun unid orden ataqu soviet ayud capitan trat encontr imped part president pon contact convenc gobiern soviet ataqu error mientr estadounidens antigu cientif doctor existent maquin final soviet capaz acab human siempr	Drama
princes lleg joy form lujos hotel conoc eleg charl dav baj cuy ocult embarg despiad ladron profesional conoc fantasm imped delincuent encarg inspector polic frances famos pet	Comedia
aleman segund guerr mundial grup joven sold dispuest defend somet dur tras descubr sid envi realiz mision	Drama
enfrent dur polic inteligent atrac secuestr banc segun desarroll peligr jueg gat aparec person sid contrat propietari banc trat poder secret	Crimen
tras prueb present popul doc hombr decid si conden muert jov acus hab mat padr principi once complet convenc conden empiez plant dud razon van segur demas	Drama
cin recib amig moment rod pelicul deb europ encontr ayud	Drama
tras muert terror joe vagabund lleg puebl san dos famili control entra servici noch joe testig armas sold	Western
puebl frances cambi ultim cien años nort llev consig dos hij ocult habit puebl ademas don especial permit dese demas	Comedia
tras elimin miembr band intent asesin dia bod negr venganz intent acab rest band especial antigu jef bill muert dej com	Acción
parej polic form martin vuelv carg enfrent mafi angel investig ayud jov polic respons cabez familiar dej hij cas cos complic compañer esper hij amenaz hac pas	Acción
descubr antigu baj hac acud equip cientif vez alli hac descubr aun dos raz guerr gan gan perd terrorif aventur comienz millonari charl reun equip cientif expert segur dirig especial alex investig unas misteri surg profund	Aventura
georg matrimoni salvaj ambos personal conoc perfect sab com georg profesor histori alcohol hij director univers georg da clas muj sab noch despues fiest invit cas nuev profesor espos parej evit georg humill maltrat traves jueg sal verd invit	Drama
chic convencional sueñ cas novi charli ser siempr problem charli enamor bell frances viaj negoci par dispuest recuper vuel capital frances conoc ladron parec ten comun situacion complic cuent rob sab com ve viaj tod franci descubr junt encant pais	Comedia
pelicul escritor investig realiz sangr fri libr bas hech real gan mejor actor interpret	Crimen
expert ladron viv pued si cos complic band form criminal profesional tan pued inclus detectiv vincent viv tan obsesion trabaj lleg inclus pon peligr relacion band prep golp equip intent evit cad brillant enfrent carrer	Acción
jimmy retir sant nunc mat hombr eleg armas jimmy viv existent tranquil ciud buen dia recib visit antigu jef este hombr plan propon ultim trabaj dar chic mantien relacion hij llev cab jimmy reun viej pierd cos acab mal	Drama
vuelv cas natal nuev despues diez años asist madr alli pas conoc chic pued cambi vid acab dej tom años comienz mism inclu enfrent padr ayud propi problem	Comedia
antigu cantant rock sid brutal asesin ultim vez acompañ novi asunt recib encarg vigil novi asesin	Suspense
profesor años decid coch hij posibl peor aun accident contrat negr principi ancian tranquil llev demasi bien	Drama
ancian viv hij ademas sufr perd grav problem casi impid recib notici herman hac diez años sufr pes decid ir ello hac unic medi transport dispon maquin	Drama
artist herman muj madr chic resistent pes violent muchach vid siempr call italian dueñ inclu espectacul aunqu vari personaj va conoc propon ultim consecuent	Drama
tras noch suburbi par tres joven amig esper notici amig comun result her enfrent polic	Drama
junt amig bobby cost tiemp form pequeñ delincuent embarg decid cambi vid sal empez trabaj empres herman bobby cambi relacion mafi cost continu rob coch sueñ abrir ide alic novi bobby problem surg pid bobby alej baj fond intent unic consig recib brutal embarg inesper situacion dar	Crimen
malv princes decid pued jov superior embarg consig salv refugi siet pes consig encontr princes muert sol dorm esper azul rescat	Fantasía
final segund guerr mundial hombr her viaj tan grav qued encarg cuid cuerp consecuent accident sufr tiemp cont tragic histori vid	Drama
veran berlin dos amig viv cas antigu berlin pis pas noch enter charl viv hij plant baj tierr instal observ existent hombr acerc propi vid dese	Comedia
histori narr aventur cuatr herman pet segund guerr mundial descubr mund acced traves magic mientr jueg cas camp viej profesor descubr mund habit animal habl conden ayud niñ luch pod blanc ejerc espectacul batall consegu asi liber fri	Aventura
aventur solitari vari personaj enamor hermos trat conquist	Aventura
detectiv priv misteri muj dic amenaz hombr encarg aparec muert parec gir	Misterio
ciud gotham amenaz nuev vez trat parej dos car alter mund enter siempr motiv bruc wayn deb vez batm luch vez sol acompañ jov	Acción
experiment convert victor fri malv necesit manten cuerp ello intent habit ciud gotham lad tim transform experiment terribl asesin ser human tierr plant recuper planet motiv batm deb enfrent deten siniestr plan	Acción
band atac cad año tierr vari decid busc hombr pued defend consegu reun siet hombr cad especial	Western
haci año llam vend escuel combat pront maltrat sufr	Historia
delincuent poc mont decid atrac banc embarg deb rob sid plan ser ejecut apen diez minut conviert tramp atrac espectacul television	Crimen
jov viv vid tranquil muj cas lad mund sufr revolu aparec nuev vecin jimmy asesin despues prision jef mafios intent ahor empez nuev tranquil vid embarg espos acab sueñ oblig este chicag mafi jimmy asi har cualqui cos alej muj acced llev cab plan asi podr reun diner abandon desaparec	Comedia
cuatr histori gir matrimoni filmaffinity	Comedia
tras prepar plan veng muert man blanc bill tripul inclu espos period jov podr ser hij	Aventura
despues obten exit director cin intent hac nuev pelicul situacion empiez pas hech import vid tod mujer	Fantasía
orig judi interpret mientr aleman capital pais hac pais llev cab mism polit judi asi tod famili padr herman dos ven oblig dej cas pertenec traslad mil person orig judi mientr trabaj restaur judi colabor nazis herman luch nazis tres años tard habit traslad tren haci camp	Drama
hombr enorm talent relacion public organiz ambici plan gan nazis despues aleman consig graci relacion nazis fabric alli emple judi cuy hac rapid judi verdader director pues conoc	Drama
hac años pequeñ nombr escond hac provoc provoc animal haci sur haci tierr buen dic llev trat solitari vagabund va haci nort sol demas haci sur	Animación
detectiv polic san francisc compañer mientr delincuent decid retir viej amig colegi contrat vigil espos bell muj obsesion pas	Misterio
barri modern organiz viv espos hij lleg personaj llen fantas alter mund tan tard convert mejor amig	Comedia
cuarent años segur tan mar cas veran ningun vid compart novi hij años invit novi doc años pas ningun problem empiez bill hombr mayor decid acab relacion	Drama
guerr tres cazador lanz busqued ningun tres pued ayud dos sab encuentr mientr joe conoc nombr escond mientr dud mat mujer niñ consegu form tres hombr colabor final intent elimin	Western
destin berlin recib encarg cuid hij jef visit enter chic escap matrimoni jov comun jef vuelt tan sol hor qued transform revolucionari pued tard dec dos tres plan escap man provoc capaz aleman peor propi espos	Comedia
seis person desconoc despiert dia encuentr atrap prision extrañ fin habit dot tramp mortal polic ladron profesional prodigi estudi matemat jov mezcl personal ningun sab com lleg alli pres surg obsesion grup huir sal tan horribl carcel mientr vari pregunt pod cre encerr objet	Suspense
grup sold baj marc sufr guerr captur ejercit enemig despues recib gobiern unid entonc marc comienz sufr terribl pesadill relacion cerebr somet	Suspense
famili ingles form padr madr dos niñ rebeld pretend llam padr hac vid tod ver alter lleg especial emple juli clasic cin famili dia magic cancion pequeñ cas	Comedia
harry dur polic cri call compañer llam harry metod luch crim siempr encarg trabaj san francisc mat dos person harry encarg resolv cas	Acción
investig jack hall podr desencaden cambi tierr hall polit neces med evit lleg demasi tard seri empiez produc distint part puest planet bord nuev mientr jack cas blanc cambi hij sam amig encuentr atrap nuev york concurs	Acción
mar jov años pequeñ poblacion nort blanc trabaj gran prepar flor unic mar bail acud cad fin seman novi dia famili abandon trabaj decid nadi sospech mar viaj encuentr conoc habl trabaj trafic drog convenc amig blanc band	Drama
ocho person despiert encerr extrañ habit form cub sab com lleg pront descubr ley extrañ mund asi descubr secret cub pod sobreviv	Suspense
cub despiert habit perfect llev extrañ man recuerd nombr pront encontr mism situacion med van cub mur tramp encontr secret trat form part grup observ cuy trabaj control grup intent hac algun cos ayud univers cub nadi salv observ observ huy busc sal sab llev	Misterio
period busc celebr fiest nocturn celebr burgues epoc distint siempr rod tip personaj especial socied italian sal enter celebr mund cin lleg cre gran oportun consegu gran notici consecuent persegu noch diferent ciud	Comedia
nav estrell aparec puebl color bord escap mat ultim supervivient deb ahor acab asi terrorif anterior entreg mientr habit puebl siend atrap medi ultim enfrent dos criatur	Fantasía
cientif descubr hombr nac cri salvaj mientr cientif intent educ amant luch hombr segun libert medi luch pod surg amor	Drama
pelicul mund cin sueñ ser detectiv encuentr dentr pelicul alli intent salv cin llen	Acción
escritor novel ademas pasion jueg llev convert gran extravag tard invit cas mil amant muj propietari caden propon plan ambos podr sal	Misterio
american dav viv puebl muj gran hombr tim viv investig evit cualqui embarg violenci individu puebl lleg tal espad par mism armas defend muj obra perr estudi violenci ser human bas novel the gordon	Drama
georg burgues present television llev vid muj hij adolescent empiez recib call cuy misteri sab envi embarg aparec hac cad vez personal conoc hac algun tiemp georg amenaz famili puest algun polic ayud	Misterio
sol dos dos pais sin dos mund diferent dos form viv grup person llen buen intencion luch encontr camin mund viv oscur	Drama
sam herman mayor michael joven american instal tranquil ciud sant carl cos misteri empiez cambi personal michael transform madr gust ver convirt	Terror
dos rebeld adolescent amig hac años sab com pas ahor acab estudi pes tim encontr trabaj acab call comport gent personaj excentr mir anunci personal period local llam autor anunci hombr solitari cuarent años disc invit cit acud restaur espi sab com vid	Comedia
suburbi par cam sig grup chic viv batall trat mir nuev suburbi frances unas violent puest socied frances	Romance
april jov modern años famili burgues instal apartament sid nuev york compart novi color bobby dia accion graci april invit famili nuev cas pas present bobby april nunc llev especial bien madr joy bobby convenc invit si prepar encuentr april descubr bobby misteri desaparec jov busc apartament edifici mod april comienz conoc vecin entonc desconoc filmaffinity	Comedia
alcohol cuy vid decid veg ciud bar nunc beb mor alli conoc ser prostitut acept enamor histori dos person aprend acept com medi oscur pued surg pequeñ llam esper vid	Drama
grup amig reun intencion liber socied individu ello hac pas mental grup dedic enfrent socied	Drama
obsesion busqued ide matemat brillant estudi john lleg realiz estudi muchach extrañ solitari sol compañer fin revolucionari consig profesor mit alumn dej ley amor matemat graci prodigi habil william ayud unid guerr fri soviet	Drama
suced enfrent dos famili poder cuy objet consegu ciud organiz fiest asist graci amig pretend jov hij dav hij mir surg prim moment amor adapt modern clasic	Drama
jov orig viv famili inglaterr padr des termin estudi cas deb tradicion pais orig chic sol sueñ dav pas mayor part tiemp jug jov ingles jul invit equip inici bell amist gran aventur	Comedia
socied ofrec gran pelicul centr vid años	Drama
francisc deb cas aunqu madr jov princes enamor sissi jov convencional cort pes cont madr jov enamor har bod sissi primer famili	Comedia
tras bod sissi empiez nuev vid pront conviert verdader problem nac profund estall cumpleañ hij sissi antigu tradicion cort niñ cri madr final lleg sissi podr educ hij si cumpl oblig	Drama
sissi habil sol asunt sin conflict aprovech cualqui invent sissi objet romp matrimoni hij amenaz grav enfermed sissi llev tras tiemp jov mejor enfermed	Romance
period limit ley vid punt parec ser problem convert pesadill	Comedia
existent chic maltrat padr humill gent puebl	Drama
madr consig puest trabaj pequeñ personal convencional har comienz demasi cambi dec investig extrañ cas client sospech enfermed	Drama
tres niñ tripul bord bell gat vagabund habit isla cab verd asi inici relat muj desconoc lee cart oper cam traves viaj recuerd sin cos hac corazon	Documental
director fam mundial lleg sol fam trabaj tras sufr decid pon fin carrer regres pequeñ puebl pas zon nort lleg pequeñ revolu pues convert objet habit puebl profesional pequeñ cad	Romance
años famili mism mantien conciert conoc salvaj prob pod hombr descubr siempr control anim accion ser march herman viej mism fri acerc perd noch dispuest siguient mezcl termin aventur lug	Drama
nuev york hombr desaparec dej polic intim amig encuentr pist cart prostitut llam fond va surg relacion amor mientr investig baj fond empiez aparec prostitut asesin entonc asalt sospech pued ser victim	Misterio
cuatr joven estudi dos chic dos chic desaparec britan dos seman tard aparec chic tan logr real unic recuerd libr encerr compañer junt doctor polic intent descubr pas sid amig	Crimen
dos joven gan vid call extrañ enfermed llam provoc sueñ profund cualqui part	Drama
dos amig prim acab lleg unid viv flor aventur popul pelicul cin independient años rod apen dias equip sol once person tres actor ocho filmaffinity	Comedia
paul brillant profesor cas relacion demasi buen paul enfermed mortal si recib pront corazon mor part christin encontr tranquil despues pas marc drog alcohol	Drama
unid orden control tip comun transport sufr devast part grup terror cerebr escond tras cuent detall devast plan cont john bruc polic viej escuel conoc dos cos acerc com amenaz terror hombr tip trabaj	Acción
hombr llam mism inici terror call nuev york har seri ciud agent john acced jug jueg llam dic ayud comienz carrer averigu intencion terror	Acción
max brillant matemat punt dar descubr import vid numer rig aparent primer encontr numer mientr acerc verd period unas brutal max firm pretend secret ocult tras max	Misterio
nuev medi sigl amist dos compañer colegi adolescent tan despiert padr chic cre mund llen fantas refugi viv rest mund bas hech real	Drama
dec plen gran estadounidens jov parej band unid desafi autor atrac banc histori dos famos atrac banc unid años dos personaj peligr respons numer muert agent ley embarg pelicul da	Crimen
bob lid form espos parej rob habil objet neces drog dur siempr	Drama
mortal sid liber poblacion city alic supervivient encuentr corazon devast ciud somet experiment alter ahor fuerz habil deb utiliz quier sobreviv nuev aventur junt supervivient deb escap cad vez peligr city necesit luch fuerz violent criatur cre ciud final enfrent mortal	Terror
jov dur ayud herman convert numer pes medi pront consig ver hech realid tan sueñ exit conviert vid pesadill lad matrimoni cad vez march peor deb sal nocturn mujer mafi combat tiemp capital dispon volv nuev pas tip	Drama
jov walt mat estudi negr john shaft viol libert acus abandon pais embarg despues esper dos años shaft acab regres unid millonari padr walt pag nuev walt qued libr dese ver shaft muert unic mism destin quier dos jack jimmy asi trafic drog esper veng shaft hab humill barri control	Acción
prepar eleg bod nuev dur cuatr dias conflict gener segu tradicion modern muj bod hij llev casi bord ataqu histori desarroll med van lleg ciud mund novi lleg trabaj conoc novi novi part acept pues enamor present television prepar bod contrat organiz profesional eleg inteligent jov clas medi	Comedia
tan adolescent recib especial hor asist bod herman mejor amig disfrut hor firm proposit hac centr drog rob vuelv libr med pas hor tan asist punt barri famili amist amor cambi	Drama
detectiv priv john shaft recib visit polic pid inform mafios llam despues mafios ayud detectiv rescat hij sid secuestr band rival shaft viej amig decid investig asunt mund encontr chic shaft acab averigu utiliz	Acción
va ver novi ambos decid huir madr chic relacion pon contact mafios elimin realid quier jov com amant asesin mar va acompañ recuerd	Crimen
expuls band desesper encontr trabaj diner ident profesor dar clas escuel priv alumn rock alumn prodigi pued ayud gan band pas problem	Comedia
georg plan suicid angel envi deten intent georg cos com salv vid herman graci hab conoc georg asi amig descubr vid deb disfrut	Drama
bas novel escritor mal moment une espos tal aparec vid extrañ personaj acus hab relat	Misterio
chic pequeñ puebl atrap alli oblig familiar tras suicidi padr deb hac carg herman dos herman madr pes vid trabaj famili relacion mantien muj cas lleg puebl jov llam cambi	Romance
primer guerr mundial capitan beb huy aleman embarc ven oblig peligr primer vist dos ser junt sobreviv cambi relacion	Aventura
will jov rebeld inteligent especial matemat descubr talent part oblig eleg segu vid siempr trabaj facil buen amig algun aprovech grand algun univers sol solitari profesor ayud decid	Drama
medi sigl negr europ tras diez años combat cruz regres tierr sant hombr llen dud camin encuentr muert entonc propon jug part esper obten grand vid muert existent dios	Fantasía
cinc años empiez nuev vid junt padr lleg aleman niñ pront adapt nuev vid padr	Drama
vid lleg final gran talent vid nuev york cambi gent llev diez años cas trabaj tiend animal obsesion trabaj consig encontr trabaj plant edifici encuentr pequeñ puert permit secret aspir permit acced cerebr john	Comedia
john shaft vuelt polic detectiv negr busqued asesin client	Acción
detectiv john shaft viaj franci destru red trafic person	Aventura
dos diferent unid veteran jov sold her guerr años obsesion proteg tierr libert fantasm pas hombr amig familiar part jov viv europ ultim diez años	Drama
protagon ali interpret orden gobiern period va unid rod documental deb mejor pais aprovech trabaj tan facil parec	Comedia
sur unid plen paul vigil carg verd conden esper john gigantesc negr acus asesin brutal dos herman nuev años tras personal ingenu escond don prodigi med histori paul aprend ocurr inclus	Fantasía
parej sam exit hij años acab traslad cas tranquil ciud max acab sal carcel tras pas años acus viol adolescent prision estudi ley lleg respons conden sam ahor va dedic cad minut existent hac pag error ejecut terribl venganz aterroriz famili convirt vid pesadill	Crimen
jov cantant esper result medic lee cart pued mor trat ocup tiemp esper result conoc jov sold punt part hac servici muert	Drama
band organiz form seis individu contrat dar golp anterior vari miembr conoc nombr objet atrac empres llev diamant suen polic alli atrac rest reun lug	Crimen
actor pas veran conviv mism cam relacion unas cien hor part ultim veran atac novi anni	Documental
guerr fri error sac envi destru president unid fond trat hac volv sofistic segur impid ataqu asi deb convenc soviet	Drama
nort bord lujos pis comienz fiest mientr gigantesc dirig haci nav gran intent evit fuerz miembr tripul gran van par rest mar tras espectacul qued dej grand buqu oscur	Aventura
bas hech real prostitut ejecut flor tras autor seis asesinat inclu polic mat propi violent ataqu mientr ejerc bord desesper suicidi conoc dia bar jov sid envi padr viv tia cur victim tragic llen rapid enamor encontr razon viv encontr trabaj sig ejerc client maltrat mat propi asi tragic caden asesinat histori asesin histori amor dos	Crimen
johnny conoc nombr deb terribl car prision pag rob complic dej tir asesin ademas mejor amig polic propon sal cambi nombr criminal johnny propi ademas blanc aspect ofrec cambi form baj ident nuev johnny acept aunqu parec hab sal bien logr recuerd pas	Crimen
ladron trabaj rob contrat sol abandon habit sin ademas comport maner absolut pes decid cas averigu razon comport terribl accident llev situacion limit oblig enfrent terror cuy pas	Crimen
ladron american lleg par ayud amig atrac banc lleg capital frances ofrec espos noch abrir puert habit hotel encuentr llam juli pasion ambos habit aun miembr band dia siguient banc tom inclu dia trabaj banc vez dentr tension va atrac pierd control situacion van polic edifici	Acción
londr seri histori maner dec este pelicul mir mir encontr amor tod part personaj cad maner prim viej estrell rock sol habl relacion aspect ingenu amor	Comedia
histori centr william propietari tiend libr popul barri estrell moment entra tiend william embarc complic cuent ayud amig destac compañer pis observ com buen william muj cualqui ser human	Romance
jack libr viv centr acab desencaden guerr personal fri cabez cad jueg	Drama
final sigl ciud convert neces man obra tres joven estudi rig catol hij ambici judi aleman decid abrir fabric ciud hac fortun lanz diner pod filmaffinity	Drama
estudi american period encuentr gran visit amig londr acud espectacul invit hac desaparec mientr esper practic recib visit fantasm period muert ven año pet ric atract hij conoc aristocrat britan realid famos asesin seri conoc asesin	Comedia
llev cas años llev pes negoci famili convert cas viv madr herman mar aparent jov espos primer obra conoc tierr filmaffinity	Drama
cientif distint investig misteri unas extrañ llam puert estrell acompañ equip puert transport planet	Acción
muj fabric armas secuestr hombr busc venganz muert hij escuel empiez joe padr desesper tras asesinat hij larg busc venganz mism secuestr wallac muj fabric victor wallac muj tramp contact unas norm segu situacion	Suspense
aristocrat sid abandon amant ejecut acab ser tras ser rival decid suicid parej encontr plan mejor venganz	Comedia
histori conflict jueg pod secret famili ric	Película de TV
segun captur rock años sesent	Comedia
